"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Newcomb, Sean",656794,"OAK","CUKC","Curveball",-1.4,-1,"105",37.5,"21","0.176","0.235","0.279",22.2,33.3,16.3,"0.152","0.262","0.274",30
"Garza, Justin",621057,"BOS","SL","Slider",-8.1,-5,"56",15.9,"21","0.45","0.75","0.521",18.5,19,19,"0.367","0.618","0.429",50
"Sandoval, Patrick",663776,"LAA","ST","Sweeper",1.1,1,"67",2.6,"21","0.2","0.5","0.31",30.6,33.3,22.6,"0.143","0.392","0.241",23.1
"Herrin, Tim",682120,"CLE","CUKC","Curveball",-1.1,-1,"61",12,"21","0.333","0.333","0.3",29.4,38.1,18.6,"0.194","0.223","0.181",15.4
"Blanco, Ronel",669854,"HOU","CH","Changeup",0.8,1,"81",9,"21","0.263","0.316","0.298",37,38.1,21.1,"0.251","0.297","0.283",9.1
"Kelly, Zack",677161,"BOS","FF","4-Seamer",-0.1,0,"84",46.4,"21","0.286","0.429","0.438",14.7,9.5,10.5,"0.273","0.501","0.451",66.7
"Machado, Andrés",600921,"WSH","SL","Slider",0.2,0,"102",13.2,"21","0.3","0.55","0.376",19.1,9.5,7.7,"0.238","0.41","0.292",33.3
"Smith, Chad",663385,"OAK","SL","Slider",-1.7,-2,"103",41.5,"21","0.278","0.444","0.367",33.3,28.6,17.1,"0.252","0.467","0.359",50
"Criswell, Cooper",681867,"TB","CH","Changeup",-4.5,-3,"74",13.4,"21","0.381","0.619","0.429",19.4,14.3,11.5,"0.312","0.509","0.349",44.4
"Lange, Alex",656638,"DET","CH","Changeup",1.5,2,"117",10.2,"21","0.111","0.111","0.186",44.7,38.1,22.2,"0.101","0.113","0.18",20
"Akin, Keegan",669211,"BAL","CH","Changeup",-7.5,-5,"67",14.8,"21","0.529","0.706","0.579",18.8,14.3,13,"0.335","0.468","0.378",53.3
"Wainwright, Adam",425794,"STL","CH","Changeup",-3.4,-3,"91",5.1,"21","0.389","0.611","0.467",10,0,0,"0.372","0.598","0.451",22.2
"Topa, Justin",623437,"SEA","CH","Changeup",-0.1,0,"71",6.8,"21","0.19","0.238","0.188",20.5,14.3,9.1,"0.203","0.294","0.211",16.7
"Estévez, Carlos",608032,"LAA","CH","Changeup",-8.6,-6,"70",6.2,"21","0.286","0.619","0.421",21.6,19,20,"0.215","0.401","0.258",47.1
"Patton, Spencer",607359,"OAK","SL","Slider",-1.6,-1,"89",43.4,"21","0.35","0.5","0.386",21.1,4.8,4.2,"0.275","0.362","0.297",26.3
"Peralta, Sammy",671111,"CWS","ST","Sweeper",1.5,1,"84",22.2,"21","0.105","0.105","0.195",29.5,33.3,20.6,"0.146","0.166","0.189",0
"Lawrence, Casey",596271,"STL","CH","Changeup",-6.1,-4,"58",13,"21","0.381","0.667","0.445",28.1,19,28.6,"0.279","0.518","0.334",41.2
"Merryweather, Julian",657240,"CHC","CH","Changeup",0.7,1,"92",7.5,"21","0.15","0.15","0.162",52.6,61.9,29.5,"0.11","0.123","0.131",0
"Kopech, Michael",656629,"CWS","CUKC","Curveball",-0.4,0,"97",4,"21","0.158","0.474","0.3",19.4,19,15.4,"0.208","0.473","0.323",26.7
"Harrison, Kyle",690986,"SF","CH","Changeup",0.1,0,"65",11.1,"21","0.25","0.45","0.36",19,19,17.4,"0.29","0.472","0.343",37.5
"Cox, Austin",680735,"KC","CUKC","Curveball",0.7,1,"88",15.2,"21","0.211","0.368","0.288",21.2,28.6,15.8,"0.234","0.292","0.275",38.5
"Keller, Brad",641745,"KC","SIFT","Sinker",1.4,1,"91",10.4,"21","0.143","0.143","0.319",8,4.8,12.5,"0.201","0.264","0.367",46.2
"Brigham, Jeff",656257,"NYM","FC","Cutter",-3.3,-4,"127",18.7,"21","0.25","0.5","0.45",31.5,14.3,20,"0.24","0.402","0.375",23.1
"Ortega, Oliver",661383,"MIN","SL","Slider",-1.5,-1,"84",35.1,"21","0.167","0.389","0.264",45.5,38.1,27.6,"0.099","0.197","0.175",27.3
"Salazar, Eduardo",674285,"CIN","SL","Slider",0.9,1,"76",31.8,"21","0.267","0.333","0.288",31.6,9.5,9.1,"0.268","0.304","0.326",37.5
"Kahnle, Tommy",592454,"NYY","FF","4-Seamer",-0.7,-1,"114",16.6,"21","0.176","0.235","0.279",35.1,38.1,30.8,"0.16","0.187","0.257",11.1
"Jansen, Kenley",445276,"BOS","SL","Slider",-0.6,0,"86",11.9,"21","0.25","0.45","0.317",37.5,19,10.3,"0.199","0.326","0.247",31.3
"Dubin, Shawn",681869,"HOU","FF","4-Seamer",-2,-2,"76",44.2,"21","0.375","0.688","0.476",21.6,9.5,9.5,"0.371","0.695","0.476",60
"Pop, Zach",647315,"TOR","SL","Slider",-1,-1,"78",39.2,"21","0.2","0.35","0.257",29.7,28.6,22.2,"0.22","0.446","0.299",42.9
"Thielbar, Caleb",573204,"MIN","CUKC","Curveball",1.1,1,"99",20.6,"20","0.167","0.222","0.223",37.5,55,23.4,"0.175","0.226","0.225",42.9
"Festa, Matt",670036,"SEA","ST","Sweeper",4.6,4,"81",41.5,"20","0.053","0.053","0.08",40.6,40,27.6,"0.064","0.085","0.097",18.2
"Davidson, Tucker",656353,"KC","FS","Splitter",4.4,3,"63",7.4,"20","0.105","0.158","0.143",52.6,40,27.6,"0.095","0.124","0.127",0
"Coleman, Dylan",669395,"KC","FC","Cutter",0.7,1,"102",26.6,"20","0.313","0.5","0.385",27.5,5,16.7,"0.307","0.456","0.364",37.5
"Suarez, José",660761,"LAA","SL","Slider",-8.7,-6,"72",11.6,"20","0.632","1.211","0.779",22.2,10,11.8,"0.353","0.811","0.482",55.6
"Cronin, Declan",686539,"CWS","SIFT","Sinker",-2.5,-2,"84",43.5,"20","0.286","0.286","0.435",10.7,10,10,"0.26","0.287","0.378",25
"Dunning, Dane",641540,"TEX","FF","4-Seamer",-3.7,-3,"87",3.2,"20","0.294","0.765","0.475",23.5,30,16.7,"0.113","0.257","0.235",63.6
"Pérez, Martín",527048,"TEX","FF","4-Seamer",4.3,4,"86",3.9,"20","0.167","0.222","0.188",14.6,10,11.1,"0.305","0.439","0.323",23.5
"De Los Santos, Yerry",660787,"PIT","CH","Changeup",1.7,1,"70",17.6,"20","0.211","0.211","0.26",27.3,25,23.8,"0.287","0.344","0.297",35.7
"Oviedo, Johan",670912,"PIT","CH","Changeup",-1.1,-1,"123",4.1,"20","0.25","0.3","0.288",35.7,5,10,"0.295","0.428","0.311",31.6
"Vásquez, Randy",681190,"NYY","CH","Changeup",2.8,2,"79",11.8,"20","0.1","0.3","0.163",17.1,20,11.4,"0.184","0.356","0.227",12.5
"Cousins, Jake",664776,"MIL","SL","Slider",-0.9,-1,"110",54.5,"20","0.25","0.438","0.375",43.2,20,12.1,"0.3","0.582","0.438",33.3
"Kelly, Michael",547184,"CLE","FF","4-Seamer",-2.5,-2,"66",24.3,"20","0.278","0.333","0.313",24,30,18.8,"0.29","0.378","0.33",66.7
"Leiter Jr., Mark",643410,"CHC","FF","4-Seamer",-3.6,-3,"85",8,"20","0.389","0.944","0.568",21.2,20,14.3,"0.359","0.796","0.504",42.9
"Hunter, Tommy",488984,"NYM","CUKC","Curveball",-5.9,-3,"52",14.2,"20","0.375","0.688","0.465",11.5,5,3.7,"0.22","0.457","0.333",37.5
"Hill, Rich",448179,"SD","CH","Changeup",0.9,0,"56",2.2,"20","0.263","0.421","0.295",3.8,0,0,"0.313","0.551","0.366",45
"Mahle, Tyler",641816,"MIN","FS","Splitter",-1.7,-1,"83",19.7,"20","0.211","0.579","0.388",37.2,35,19.4,"0.279","0.611","0.388",41.7
"Stephenson, Robert",596112,"TB","FS","Splitter",2.3,2,"81",10.6,"20","0.1","0.15","0.108",42.2,35,26.9,"0.157","0.175","0.147",0
"Kuhnel, Joel",669270,"HOU","FF","4-Seamer",-0.7,-1,"77",39.5,"20","0.313","0.438","0.4",25.6,5,5.3,"0.372","0.55","0.455",66.7
"Silseth, Chase",681217,"LAA","FC","Cutter",3.2,3,"77",8.7,"20","0.167","0.167","0.205",26.8,15,21.4,"0.234","0.286","0.272",26.7
"Mlodzinski, Carmen",669387,"PIT","FC","Cutter",2.6,2,"81",13.1,"20","0.278","0.389","0.33",23.3,15,17.6,"0.363","0.445","0.385",53.3
"Liberatore, Matthew",669461,"STL","CH","Changeup",-1,-1,"86",8.1,"20","0.278","0.389","0.33",12.5,0,0,"0.348","0.462","0.385",27.8
"Gray, Jon",592351,"TEX","CUKC","Curveball",-1.5,-2,"148",6.2,"20","0.263","0.737","0.425",27,10,12.5,"0.371","0.799","0.499",64.7
"Weissert, Greg",669711,"NYY","ST","Sweeper",-3.6,-3,"95",27.4,"20","0.444","0.667","0.503",21.2,15,12,"0.377","0.695","0.475",33.3
"Hill, Garrett",682051,"DET","FF","4-Seamer",-2.3,-2,"99",32,"20","0.231","0.615","0.47",22.6,20,22.2,"0.208","0.569","0.452",66.7
"Chapman, Aroldis",547973,"TEX","FS","Splitter",-0.6,0,"72",7.1,"20","0.2","0.4","0.253",48.6,35,26.9,"0.148","0.244","0.165",23.1
"Ortiz, Luis F.",656814,"PHI","ST","Sweeper",-0.2,0,"113",37.8,"20","0.294","0.529","0.403",29.6,30,15.8,"0.188","0.254","0.268",36.4
"Walker, Taijuan",592836,"PHI","ST","Sweeper",-1.3,-1,"79",2.8,"20","0.158","0.632","0.335",34.2,30,20,"0.193","0.585","0.337",38.5
"Sanmartin, Reiver",665665,"CIN","SIFT","Sinker",0.5,0,"89",28.7,"20","0.286","0.357","0.373",5.7,5,6.7,"0.253","0.297","0.343",21.4
"Rutledge, Jackson",671131,"WSH","CH","Changeup",-10.7,-5,"44",12.7,"20","0.5","0.85","0.578",6.7,0,0,"0.388","0.716","0.465",55
"Pagán, Emilio",641941,"MIN","FS","Splitter",-2.5,-3,"131",12.3,"20","0.263","0.526","0.395",41.4,35,16.3,"0.233","0.501","0.324",41.7
"Murfee, Penn",682171,"SEA","FF","4-Seamer",1,1,"77",34.5,"20","0.176","0.412","0.358",21.1,20,21.1,"0.266","0.423","0.354",23.1
"Cox, Austin",680735,"KC","CH","Changeup",0.3,0,"88",15.2,"20","0.176","0.176","0.25",19.4,10,9.1,"0.246","0.329","0.287",25
"Kittredge, Andrew",552640,"TB","SIFT","Sinker",-3.2,-3,"90",48.4,"20","0.333","0.611","0.475",10.6,0,0,"0.414","0.635","0.471",50
"Hill, Garrett",682051,"DET","SIFT","Sinker",-0.2,0,"72",23.3,"20","0.2","0.4","0.365",21.2,20,23.5,"0.195","0.431","0.37",36.4
"Felipe, Angel",665734,"OAK","SIFT","Sinker",0.7,1,"81",29.9,"20","0.267","0.267","0.355",27.6,15,20,"0.269","0.304","0.364",33.3
"Priester, Quinn",682990,"PIT","CH","Changeup",-2.2,-2,"90",10.4,"20","0.263","0.316","0.278",25,25,15.2,"0.235","0.304","0.259",35.7
"Castillo, Diego",650895,"SEA","SL","Slider",-0.1,0,"93",57.4,"20","0.2","0.4","0.365",26.5,20,12.9,"0.175","0.338","0.336",45.5
"Walter, Brandon",687888,"BOS","CH","Changeup",-12.6,-8,"60",16.4,"20","0.55","1.1","0.695",18.8,15,13.6,"0.456","0.918","0.578",47.1
"McArthur, James",663704,"KC","SL","Slider",3.5,3,"83",24.3,"19","0.263","0.368","0.274",30.2,10.5,18.2,"0.23","0.315","0.235",58.8
"Olson, Reese",681857,"DET","CUKC","Curveball",0,0,"101",5.8,"19","0.167","0.222","0.208",31.1,42.1,20.5,"0.235","0.291","0.254",30
"Logue, Zach",656657,"DET","FF","4-Seamer",-2.2,-2,"69",39.9,"19","0.316","0.684","0.418",10,21.1,20,"0.234","0.488","0.299",46.7
"Gage, Matt",657424,"HOU","FF","4-Seamer",-0.7,0,"62",52.1,"19","0.375","0.625","0.471",32.1,26.3,25,"0.297","0.412","0.367",36.4
"Márquez, Germán",608566,"COL","CUKC","Curveball",-2.1,-1,"53",17.5,"19","0.167","0.333","0.237",24,31.6,16.7,"0.263","0.47","0.33",58.3
"Cruz, Steven",674444,"KC","SL","Slider",2.3,2,"66",27,"19","0.111","0.278","0.189",48.3,47.4,37.5,"0.109","0.241","0.175",55.6
"Mears, Nick",683232,"COL","SL","Slider",-2,-1,"65",18,"19","0.188","0.375","0.355",44.4,26.3,17.9,"0.189","0.235","0.264",45.5
"Englert, Mason",669438,"DET","CUKC","Curveball",-1.8,-1,"64",6.7,"19","0.316","0.421","0.368",20,15.8,16.7,"0.324","0.42","0.323",37.5
"Garrett, Amir",607237,"KC","FF","4-Seamer",0.6,1,"98",20.6,"19","0.25","0.333","0.392",13.5,26.3,21.7,"0.187","0.264","0.391",42.9
"Bubic, Kris",663460,"KC","CH","Changeup",1.2,1,"65",24.6,"19","0.263","0.263","0.237",41.7,26.3,21.7,"0.229","0.268","0.218",35.7
"Morris, Cody",663752,"CLE","FC","Cutter",-3.6,-2,"59",35.8,"19","0.353","0.882","0.529",19.4,21.1,23.5,"0.389","0.741","0.5",61.5
"Suero, Wander",593833,"LAD","FC","Cutter",0.8,1,"94",59.1,"19","0.125","0.313","0.263",20.5,26.3,20,"0.138","0.243","0.246",27.3
"Norris, Daniel",596057,"CLE","CH","Changeup",-4.3,-5,"110",42.6,"19","0.357","0.643","0.555",27.5,5.3,3.3,"0.383","0.705","0.524",42.9
"Williams, Gavin",668909,"CLE","CH","Changeup",-4.4,-3,"78",5.6,"19","0.353","0.588","0.434",21.2,21.1,13.8,"0.335","0.586","0.422",38.5
"Smith, Drew",622098,"NYM","CUKC","Curveball",-1.4,-1,"92",8.5,"19","0.389","0.667","0.463",33.3,15.8,33.3,"0.301","0.437","0.34",13.3
"Reyes, Denyi",660593,"NYM","SL","Slider",-1.8,-1,"82",22.5,"19","0.222","0.389","0.284",40,21.1,16,"0.251","0.399","0.301",28.6
"Quintana, José",500779,"NYM","SV","Slurve",-1.6,-1,"58",4.7,"19","0.211","0.368","0.245",20.7,21.1,14.3,"0.216","0.296","0.22",26.7
"Reyes, Denyi",660593,"NYM","CH","Changeup",-9,-5,"55",15.1,"19","0.556","0.667","0.547",32.4,21.1,18.2,"0.44","0.588","0.459",50
"Kaprielian, James",621076,"OAK","CH","Changeup",-4.1,-3,"85",7.8,"19","0.368","0.737","0.466",18,10.5,11.8,"0.346","0.743","0.454",47.1
"Law, Derek",571882,"CIN","CUKC","Curveball",1.1,1,"100",10.4,"19","0.222","0.389","0.379",28.9,15.8,15.8,"0.256","0.463","0.325",33.3
"Miller, Mason",695243,"OAK","FC","Cutter",-2.2,-2,"96",15.8,"19","0.375","0.375","0.395",20.8,10.5,7.7,"0.33","0.407","0.379",35.7
"Underwood Jr., Duane",621249,"PIT","FC","Cutter",5.4,4,"82",24.3,"19","0","0","0.074",19.4,15.8,27.3,"0.147","0.229","0.231",42.9
"Moreta, Dauri",664294,"PIT","CH","Changeup",-0.3,0,"85",8.8,"19","0.278","0.556","0.368",20.5,26.3,25,"0.218","0.409","0.288",15.4
"Borucki, Ryan",621366,"PIT","CH","Changeup",1.5,1,"59",11.2,"19","0.158","0.158","0.142",29.7,15.8,12.5,"0.206","0.307","0.219",18.8
"Stratton, Hunter",676702,"PIT","FC","Cutter",3.9,3,"88",50.6,"19","0.188","0.375","0.308",32,31.6,31.6,"0.181","0.326","0.291",40
"Carlton, Drew",656290,"SD","SL","Slider",-3,-2,"62",18.8,"19","0.267","0.267","0.337",12,10.5,8.7,"0.323","0.464","0.413",23.1
"Spiers, Carson",686730,"CIN","FF","4-Seamer",0.1,0,"80",27.5,"19","0.188","0.438","0.329",30.8,21.1,11.4,"0.175","0.3","0.279",50
"Gonzales, Marco",594835,"SEA","FC","Cutter",-3.7,-3,"71",8.8,"19","0.389","0.667","0.463",17.6,5.3,6.3,"0.341","0.554","0.398",35.3
"Festa, Matt",670036,"SEA","FF","4-Seamer",-2.3,-2,"100",51.3,"19","0.3","0.8","0.568",37.8,21.1,17.4,"0.369","1.031","0.634",66.7
"Bazardo, Eduard",660825,"SEA","SIFT","Sinker",1.4,1,"58",21.5,"19","0.278","0.5","0.35",26.5,21.1,19,"0.246","0.432","0.305",64.3
"Lawrence, Casey",596271,"STL","FF","4-Seamer",-1.2,-1,"69",15.4,"19","0.222","0.611","0.361",13.3,21.1,13.8,"0.217","0.493","0.316",42.9
"Diekman, Jake",518617,"TB","SIFT","Sinker",-0.8,-1,"62",6.2,"19","0.313","0.5","0.405",13.8,21.1,22.2,"0.258","0.388","0.344",33.3
"Paxton, James",572020,"BOS","CH","Changeup",0,0,"114",6.7,"19","0.316","0.421","0.321",46.7,21.1,20,"0.214","0.276","0.212",26.7
"Rodríguez, Yerry",666720,"TEX","SL","Slider",-4.3,-4,"103",37.1,"19","0.444","0.833","0.558",38.2,21.1,13.3,"0.323","0.491","0.338",46.7
"Pearson, Nate",663878,"TOR","CUKC","Curveball",-2,-2,"105",14.2,"19","0.188","0.313","0.289",35,42.1,20.5,"0.165","0.232","0.254",37.5
"Green, Chad",643338,"TOR","CUKC","Curveball",-1,-1,"84",43.1,"19","0.316","0.421","0.368",35,26.3,22.7,"0.269","0.364","0.274",42.9
"Keuchel, Dallas",572971,"MIN","SL","Slider",-0.1,0,"85",12.9,"19","0.222","0.278","0.245",44.1,31.6,16.7,"0.169","0.238","0.202",33.3
"Young, Danny",664849,"ATL","SL","Slider",-0.1,0,"61",45.2,"19","0.2","0.267","0.308",46.2,36.8,31.8,"0.138","0.178","0.256",12.5
"Nelson, Kyle",669459,"AZ","FC","Cutter",2.1,2,"76",8.7,"19","0.294","0.412","0.328",15.9,10.5,11.8,"0.213","0.375","0.274",56.3
"Bummer, Aaron",607481,"CWS","FF","4-Seamer",-1.3,-1,"61",5.6,"19","0.214","0.286","0.345",31.6,47.4,28.1,"0.108","0.13","0.261",60
"Bradley, Archie",605151,"MIA","FF","4-Seamer",-5,-3,"67",45,"19","0.5","0.778","0.558",16.1,15.8,17.6,"0.478","0.808","0.553",60
"Vásquez, Randy",681190,"NYY","ST","Sweeper",0.9,1,"85",12.7,"19","0.235","0.294","0.282",27,26.3,13.2,"0.278","0.353","0.317",25
"Reyes, Gerardo",622103,"LAA","FF","4-Seamer",-0.1,0,"118",54.6,"19","0.267","0.333","0.318",29.5,26.3,12.2,"0.206","0.269","0.276",54.5
"Vásquez, Randy",681190,"NYY","CUKC","Curveball",0.9,1,"70",10.5,"19","0.235","0.353","0.3",27.6,26.3,17.9,"0.227","0.282","0.271",25
"Bush, Matt",456713,"MIL","CUKC","Curveball",-0.8,-1,"76",39.2,"19","0.167","0.5","0.295",40,21.1,16,"0.316","0.565","0.391",28.6
"Cousins, Jake",664776,"MIL","SIFT","Sinker",-0.9,-1,"59",29.2,"19","0.375","0.5","0.456",3.8,5.3,14.3,"0.308","0.38","0.365",33.3
"Lauer, Eric",641778,"MIL","CUKC","Curveball",-5.8,-6,"105",12.4,"18","0.412","1.235","0.672",13.8,11.1,10,"0.346","0.757","0.474",33.3
"Shaw, Bryan",543766,"CWS","CUKC","Curveball",1.2,1,"108",14,"18","0.188","0.188","0.228",35.3,27.8,20,"0.151","0.217","0.218",27.3
"Ohtani, Shohei",660271,"LAA","CUKC","Curveball",1.9,1,"76",3.6,"18","0.111","0.167","0.119",41.7,50,23.7,"0.155","0.23","0.164",44.4
"Hoeing, Bryan",663773,"MIA","CH","Changeup",-4.2,-3,"72",6.4,"18","0.353","0.471","0.306",26.5,11.1,11.1,"0.286","0.354","0.281",37.5
"Gipson-Long, Sawyer",687830,"DET","CH","Changeup",-2.6,-2,"82",24.4,"18","0.176","0.412","0.367",50,50,34.6,"0.099","0.147","0.137",12.5
"Hancock, Emerson",676106,"SEA","FF","4-Seamer",-1.7,-2,"90",46.4,"18","0.25","0.438","0.339",21.3,16.7,12,"0.202","0.433","0.312",38.5
"Nelson, Ryne",669194,"AZ","CUKC","Curveball",-1.6,-2,"127",5.4,"18","0.375","0.625","0.417",22.2,11.1,8.3,"0.282","0.596","0.395",46.7
"Brieske, Beau",689225,"DET","SL","Slider",-0.4,0,"102",16,"18","0.235","0.353","0.278",23.8,22.2,10.8,"0.264","0.362","0.294",30.8
"Kelly, Carson",608348,"DET","FA","N/A",-5.5,-3,"52",100,"18","0.529","0.706","0.55",3.6,5.6,6.7,"0.4","0.682","0.47",56.3
"Alcala, Jorge",660896,"MIN","CH","Changeup",2.3,2,"68",21.3,"18","0.133","0.133","0.178",29.6,16.7,15,"0.186","0.275","0.332",38.5
"Mears, Nick",683232,"COL","CUKC","Curveball",2.7,2,"78",21.5,"18","0.118","0.176","0.158",43.5,61.1,37.9,"0.103","0.134","0.135",50
"De León, José",592254,"MIN","CH","Changeup",-5.1,-3,"68",23.9,"18","0.353","0.706","0.461",25.8,22.2,19,"0.33","0.711","0.451",53.8
"Balazovic, Jordan",666364,"MIN","SL","Slider",3.1,2,"77",19.6,"18","0.2","0.4","0.289",25.7,5.6,7.1,"0.281","0.432","0.356",46.7
"Flexen, Chris",623167,"COL","ST","Sweeper",-4.6,-2,"52",3,"18","0.389","0.444","0.369",14.8,11.1,12.5,"0.357","0.419","0.339",31.3
"Pfaadt, Brandon",694297,"AZ","CUKC","Curveball",-1.9,-2,"89",5.5,"18","0.294","0.529","0.369",29.4,27.8,27.8,"0.186","0.315","0.24",25
"Díaz, Miguel",622766,"DET","CH","Changeup",2.6,1,"52",25,"18","0.235","0.294","0.258",38.7,38.9,31.8,"0.255","0.395","0.302",40
"Smith-Shawver, AJ",700363,"ATL","SL","Slider",0.3,0,"106",23.3,"18","0.133","0.333","0.278",35.1,16.7,10,"0.165","0.385","0.305",33.3
"Snider, Collin",676092,"KC","SL","Slider",2,2,"93",25.3,"18","0.067","0.133","0.186",36.1,22.2,13.3,"0.223","0.324","0.313",27.3
"Keller, Brad",641745,"KC","CH","Changeup",0.2,0,"108",12.3,"18","0.125","0.125","0.228",27.3,11.1,6.9,"0.178","0.206","0.227",21.4
"Heller, Ben",621294,"ATL","FC","Cutter",3.2,3,"90",29.2,"18","0.214","0.214","0.306",24.4,0,0,"0.261","0.368","0.365",28.6
"Krook, Matt",640454,"NYY","SIFT","Sinker",-9,-6,"70",65.4,"18","0.455","0.818","0.614",17.4,0,0,"0.352","0.604","0.496",33.3
"Curry, Xzavion",675540,"CLE","CH","Changeup",-1.9,-1,"57",3.8,"18","0.294","0.529","0.369",0,0,0,"0.189","0.25","0.216",35.3
"Thompson, Mason",666168,"WSH","CUKC","Curveball",-2.9,-2,"75",8.4,"18","0.353","0.412","0.397",40.9,44.4,24.2,"0.265","0.412","0.353",33.3
"Gilbert, Tyler",656457,"AZ","FF","4-Seamer",-2.5,-2,"64",24.3,"18","0.333","0.6","0.447",25.9,27.8,21.7,"0.348","0.636","0.462",60
"Kuhl, Chad",641771,"WSH","CUKC","Curveball",-5.3,-4,"74",9.6,"18","0.375","0.75","0.469",21.6,5.6,4.2,"0.298","0.505","0.313",29.4
"Woodruff, Brandon",605540,"MIL","SL","Slider",-1.9,-2,"99",9.5,"18","0.278","0.611","0.372",26.8,22.2,19,"0.337","0.492","0.353",57.1
"Davis, Noah",663562,"COL","FC","Cutter",0.7,1,"102",17,"18","0.2","0.4","0.328",31.4,22.2,20,"0.259","0.518","0.388",45.5
"Santana, Dennis",642701,"NYM","SL","Slider",-2.3,-2,"78",35.3,"18","0.231","0.538","0.425",33.3,27.8,15.2,"0.2","0.486","0.398",50
"Marte, José",665896,"LAA","CH","Changeup",-2.6,-1,"41",23.7,"18","0.4","0.733","0.439",27.3,16.7,25,"0.224","0.379","0.293",35.7
"Johnson, Pierce",572955,"ATL","SL","Slider",-1.6,-1,"64",5.9,"18","0.235","0.294","0.358",27.3,33.3,31.6,"0.197","0.233","0.215",18.2
"Walker, Josh",677020,"NYM","CUKC","Curveball",-1.6,-1,"72",32.9,"18","0.188","0.188","0.278",48.4,33.3,20.7,"0.206","0.306","0.273",30
"Duarte, Daniel",650960,"CIN","SL","Slider",-0.2,0,"104",18.2,"18","0.278","0.278","0.25",26.2,27.8,11.4,"0.168","0.192","0.156",23.1
"Nogosek, Stephen",668665,"NYM","FC","Cutter",-3.1,-2,"71",14.5,"18","0.357","0.857","0.506",27.8,16.7,25,"0.304","0.621","0.416",50
"Lovelady, Richard",663992,"OAK","SIFT","Sinker",1.9,2,"80",21.2,"18","0.154","0.154","0.256",21.9,16.7,33.3,"0.15","0.161","0.261",45.5
"Lindgren, Jeff",689167,"MIA","SIFT","Sinker",0.8,0,"56",57.7,"18","0.133","0.267","0.256",8.7,5.6,8.3,"0.172","0.266","0.272",42.9
"Rodríguez, Joely",570257,"BOS","SIFT","Sinker",-3.2,-3,"95",44.2,"18","0.4","0.6","0.478",8,11.1,11.1,"0.427","0.671","0.507",46.2
"Pérez, Francisco",660906,"OAK","SL","Slider",2.9,3,"96",31.2,"18","0.111","0.111","0.1",42.5,44.4,18.2,"0.156","0.206","0.156",30
"Ramírez, Erasmo",541640,"TB","CH","Changeup",1,1,"75",7.8,"18","0.267","0.467","0.339",27.3,11.1,16.7,"0.209","0.326","0.272",7.1
"Pérez, Francisco",660906,"OAK","SIFT","Sinker",-3.8,-2,"61",19.8,"18","0.462","0.615","0.494",3.7,0,0,"0.388","0.633","0.498",42.9
"Jansen, Kenley",445276,"BOS","SIFT","Sinker",-2.1,-1,"67",9.3,"18","0.2","0.467","0.347",30.4,33.3,18.8,"0.181","0.413","0.322",33.3
"Familia, Jeurys",544727,"OAK","SL","Slider",0.1,0,"76",29.7,"18","0.077","0.154","0.225",45.2,27.8,20.8,"0.077","0.094","0.211",0
"Lodolo, Nick",666157,"CIN","CH","Changeup",-4,-3,"81",12.5,"18","0.471","0.706","0.569",32.6,5.6,7.1,"0.285","0.534","0.364",50
"Stallings, Jacob",607732,"MIA","FA","N/A",2.4,1,"45",48.9,"18","0.294","0.412","0.289",7.1,5.6,14.3,"0.299","0.417","0.294",29.4
"Spiers, Carson",686730,"CIN","FC","Cutter",-7.3,-5,"67",23,"18","0.533","0.6","0.597",21.6,11.1,12.5,"0.334","0.522","0.382",35.7
"Zastryzny, Rob",642239,"PIT","FC","Cutter",0.7,1,"89",22.9,"18","0.4","0.6","0.475",20.5,5.6,7.7,"0.281","0.383","0.355",57.1
"De Jong, Chase",608328,"PIT","FF","4-Seamer",-6.3,-5,"85",37.8,"18","0.417","1.25","0.697",18.9,11.1,9.1,"0.324","0.943","0.55",54.5
"Jackson, Andre",656578,"PIT","CUKC","Curveball",1.5,1,"65",6.5,"18","0.067","0.067","0.167",32.3,38.9,21.9,"0.096","0.102","0.189",25
"Bukauskas, J.B.",656266,"MIL","SIFT","Sinker",5.1,2,"47",46.5,"17","0.235","0.294","0.247",18.5,11.8,28.6,"0.3","0.359","0.284",40
"Davis, Noah",663562,"COL","CUKC","Curveball",-3.6,-2,"45",7.5,"17","0.267","0.267","0.294",20.8,35.3,17.1,"0.115","0.143","0.182",11.1
"Fujinami, Shintaro",660261,"BAL","ST","Sweeper",-2.5,-2,"86",6.1,"17","0.235","0.353","0.253",27.3,29.4,16.1,"0.281","0.429","0.304",50
"Lucas, Easton",687922,"OAK","FF","4-Seamer",1.9,2,"79",53.4,"17","0.267","0.333","0.368",22.2,23.5,19,"0.25","0.391","0.323",54.5
"Leclerc, José",600917,"TEX","SIFT","Sinker",1.7,1,"43",4.4,"17","0.231","0.231","0.324",14.3,5.9,16.7,"0.239","0.395","0.37",33.3
"Weber, Ryan",543901,"NYY","SL","Slider",-4.1,-3,"61",33.5,"17","0.5","0.75","0.55",24,11.8,15.4,"0.389","0.684","0.469",42.9
